企業ID,企業名,メールアドレス,募集職種,メール用職種,送信日時,送信結果,トラッキングID,エラーメッセージ,件名,担当者メールアドレス,送信エラー
869,株式会社ニュートリノ,info@construction-neutrino.com,現場監督アシスタント,現場監督アシスタント,2025-06-24 11:39:25,success,885_info@construction-neutrino.com_20250624113925_c238e25b,,【現場監督アシスタントの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
870,大洋金物株式会社,info@tform.jp,法人営業職,法人営業職,2025-06-24 11:39:30,success,886_info@tform.jp_20250624113930_7d6f5497,,【法人営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
871,篠原電機株式会社,info@shinohara-elec.co.jp,提案営業,提案営業,2025-06-24 11:39:36,success,887_info@shinohara-elec.co.jp_20250624113935_9cb88e3a,,【提案営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
872,株式会社ワイズデザイン建築設計室,info@ys-design.com,建築施工管理,建築施工管理,2025-06-24 11:39:41,success,888_info@ys-design.com_20250624113941_67bd9e14,,【建築施工管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
873,日本レーヴ株式会社,info@j-reve.co.jp,コンサルタント営業,コンサルタント営業,2025-06-24 11:39:46,success,889_info@j-reve.co.jp_20250624113946_e6536a2f,,【コンサルタント営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
874,菱江ロジスティクス株式会社,info@ryoko-logistics.co.jp,設備メンテナンス,設備メンテナンス,2025-06-24 11:39:51,success,890_info@ryoko-logistics.co.jp_20250624113951_b7e44587,,【設備メンテナンスの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
875,株式会社丸島アクアシステム,info@marsima.co.jp,施工管理職,施工管理職,2025-06-24 11:39:56,success,891_info@marsima.co.jp_20250624113956_03992f31,,【施工管理職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
876,株式会社丸島アクアシステム,info@marsima.co.jp,安全パトロール,安全パトロール,2025-06-24 11:40:01,success,892_info@marsima.co.jp_20250624114001_a23780b2,,【安全パトロールの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
877,ホマッグジャパン株式会社,info@homag.com,メンテナンススタッフ,メンテナンススタッフ,2025-06-24 11:40:07,success,893_info@homag.com_20250624114006_7b0bf5b0,,【メンテナンススタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
878,リンククロスシステム株式会社,info@linkc-19.com,開発エンジニア,開発エンジニア,2025-06-24 11:40:12,success,894_info@linkc-19.com_20250624114012_2b826409,,【開発エンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
879,平尾化建株式会社,info@hirao-kaken.jp,営業職,営業職,2025-06-24 11:40:17,success,895_info@hirao-kaken.jp_20250624114017_9e650c73,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
880,スカイレンタカー京阪株式会社,info@skyrent.jp,受付スタッフ,受付スタッフ,2025-06-24 11:40:22,success,896_info@skyrent.jp_20250624114022_eae552af,,【受付スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
881,パトリオ特許事務所,info@patrio.jp,弁理士,弁理士,2025-06-24 11:40:27,success,897_info@patrio.jp_20250624114027_16e3a2dd,,【弁理士の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
882,日本振興株式会社,info@nihon-shinko.com,発注者支援,発注者支援,2025-06-24 11:40:32,success,898_info@nihon-shinko.com_20250624114032_2815c9ce,,【発注者支援の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
883,株式会社RSJ GLOBAL HOLDINGS,info@rsj.co.jp,海外店舗マネージャー,海外店舗マネージャー,2025-06-24 11:40:38,success,899_info@rsj.co.jp_20250624114037_87039420,,【海外店舗マネージャーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
884,NTTビジネスソリューションズ株式会社,info@nttbizsol.jp,営業職,営業職,2025-06-24 11:40:43,success,900_info@nttbizsol.jp_20250624114043_d02a5b59,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
885,今田建設株式会社,info@imadakensetsu.com,建築施工管理,建築施工管理,2025-06-24 11:40:48,success,901_info@imadakensetsu.com_20250624114048_cc3bac7c,,【建築施工管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
886,株式会社フロンティア,info@frontier-ph.com,提案営業,提案営業,2025-06-24 11:40:53,success,902_info@frontier-ph.com_20250624114053_28ee3197,,【提案営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
887,Asumo電気株式会社,info@asumodenki.co.jp,電気工事士,電気工事士,2025-06-24 11:40:58,success,903_info@asumodenki.co.jp_20250624114058_1e4862ce,,【電気工事士の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
888,株式会社インターコスモス,intercos@inter-cosmos.co.jp,企画営業,企画営業,2025-06-24 11:41:03,success,904_intercos@inter-cosmos.co.jp_20250624114103_f9b1f08d,,【企画営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
889,トーホー工業株式会社,info@toho-eps.com,社内SE,社内SE,2025-06-24 11:41:09,success,905_info@toho-eps.com_20250624114108_294841d1,,【社内SEの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
890,トーホー工業株式会社,info@toho-eps.com,製造スタッフ,製造スタッフ,2025-06-24 11:41:14,success,906_info@toho-eps.com_20250624114114_d5d7bf68,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
891,コスモリファイナリーサポート堺株式会社,info@cosmo-energy.co.jp,防災・保全,防災・保全,2025-06-24 11:41:19,success,907_info@cosmo-energy.co.jp_20250624114119_03e212bc,,【防災・保全の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
892,日新鋼業株式会社,info@nssw.co.jp,製造スタッフ,製造スタッフ,2025-06-24 11:41:24,success,908_info@nssw.co.jp_20250624114124_9c96c49e,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
893,株式会社インターサポート,info@info.inter-support.co.jp,整備士サポート,整備士サポート,2025-06-24 11:41:29,success,909_info@info.inter-support.co.jp_20250624114129_bef55186,,【整備士サポートの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
894,株式会社シェル石油大阪発売所,info@shellhatu.com,法人営業職,法人営業職,2025-06-24 11:41:34,success,910_info@shellhatu.com_20250624114134_6d89b975,,【法人営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
895,桃陽電線株式会社,info@toyo-densen.co.jp,営業職,営業職,2025-06-24 11:41:40,success,911_info@toyo-densen.co.jp_20250624114140_34c6474e,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
896,株式会社山下製作所,info@yamashita-seisaku.co.jp,設計職,設計職,2025-06-24 11:41:45,success,912_info@yamashita-seisaku.co.jp_20250624114145_5eadff46,,【設計職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
897,株式会社井上工務店,info@inoco2071.com,プランナー,プランナー,2025-06-24 11:41:50,success,913_info@inoco2071.com_20250624114150_76a646dc,,【プランナーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
898,株式会社レプラスワールド,info@replus-w.co.jp,不動産営業,不動産営業,2025-06-24 11:41:55,success,914_info@replus-w.co.jp_20250624114155_ddb60dcf,,【不動産営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
899,日本モーゲージ株式会社,info@j-mortgage.co.jp,営業事務,営業事務,2025-06-24 11:42:00,success,915_info@j-mortgage.co.jp_20250624114200_97593c76,,【営業事務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
900,エスアンドティーパートナーズ株式会社,info@stps.co.jp,WEB総合職,WEB総合職,2025-06-24 11:42:05,success,916_info@stps.co.jp_20250624114205_16f6cefd,,【WEB総合職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
901,株式会社美々卯,info@mimiu.co.jp,人事課長,人事課長,2025-06-24 11:42:11,success,917_info@mimiu.co.jp_20250624114210_8386b3fd,,【人事課長の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
902,株式会社コジット,info@cogit.co.jp,製造職,製造職,2025-06-24 11:42:16,success,918_info@cogit.co.jp_20250624114216_3718d567,,【製造職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
903,攝津電機工業株式会社,info@sd-kogyo.co.jp,図面作成スタッフ,図面作成スタッフ,2025-06-24 11:42:21,success,919_info@sd-kogyo.co.jp_20250624114221_2bc362c4,,【図面作成スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
904,ウツエバルブ株式会社,info@utsue-valve.co.jp,資材管理,資材管理,2025-06-24 11:42:26,success,920_info@utsue-valve.co.jp_20250624114226_9c244676,,【資材管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
905,株式会社ジェイアールシー,info@jrc1977.com,検査スタッフ,検査スタッフ,2025-06-24 11:42:31,success,921_info@jrc1977.com_20250624114231_345d0be9,,【検査スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
906,新星工業株式会社,info@i-shinsei.co.jp,製造スタッフ,製造スタッフ,2025-06-24 11:42:37,success,922_info@i-shinsei.co.jp_20250624114236_f89f0c6b,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
907,株式会社駿台教育研究所,info@company.sundai-hama.co.jp,講師,講師,2025-06-24 11:42:42,success,923_info@company.sundai-hama.co.jp_20250624114242_9fa86d2e,,【講師の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
908,日東ビジネスエキスパート株式会社,info@nitto.co.jp,事務系総合職,事務系総合職,2025-06-24 11:42:47,success,924_info@nitto.co.jp_20250624114247_80334222,,【事務系総合職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
909,岡田能竜税理士事務所,info@bizup.jp,税理士,税理士,2025-06-24 11:42:52,success,925_info@bizup.jp_20250624114252_7f8c4f26,,【税理士の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
910,株式会社IWATUTI BLD.,info@iwatuti.co.jp,建築施工管理,建築施工管理,2025-06-24 11:42:57,success,926_info@iwatuti.co.jp_20250624114257_98838ba4,,【建築施工管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
911,株式会社ツバキファーマシー,info@t-gp.co.jp,医療事務,医療事務,2025-06-24 11:43:02,success,927_info@t-gp.co.jp_20250624114302_8a13193f,,【医療事務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
912,奥村組土木興業株式会社,info@okumuradbk.co.jp,積算職,積算職,2025-06-24 11:43:07,success,928_info@okumuradbk.co.jp_20250624114307_ac156cdb,,【積算職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
913,株式会社エム・シー・アンド・ピー,info@mcp.co.jp,医薬品広告専門ライティング/企画提案,医薬品広告専門ライティング,2025-06-24 11:43:13,success,929_info@mcp.co.jp_20250624114312_e62271a2,,【医薬品広告専門ライティングの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
914,株式会社ワキタ,info@wakita.co.jp,法人営業職,法人営業職,2025-06-24 11:43:18,success,930_info@wakita.co.jp_20250624114318_6db3a824,,【法人営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
915,大晃設備株式会社,info@daiko-setsubi.co.jp,営業職,営業職,2025-06-24 11:43:23,success,931_info@daiko-setsubi.co.jp_20250624114323_4e2216ea,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
916,株式会社トヨタテックス大阪,okuda@toyota-tecs.jp,営業事務,営業事務,2025-06-24 11:43:28,success,932_okuda@toyota-tecs.jp_20250624114328_4857ed7c,,【営業事務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
917,日新シール工業株式会社,info@nissinseal.co.jp,営業職,営業職,2025-06-24 11:43:33,success,933_info@nissinseal.co.jp_20250624114333_25a92c64,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
918,株式会社ZIPANGU,info@zipangu-japan.com,調理・接客スタッフ,調理・接客スタッフ,2025-06-24 11:43:38,success,934_info@zipangu-japan.com_20250624114338_25022da1,,【調理・接客スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
919,株式会社TSACE,info@ts-ace.co.jp,人材コーディネーター,人材コーディネーター,2025-06-24 11:43:44,success,935_info@ts-ace.co.jp_20250624114343_24792c3b,,【人材コーディネーターの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
